dataset,row_number,field,defect_class,original_value
Works Completed.csv,1166,Image,MISSING_OR_BLANK,
Works Completed.csv,1167,Image,MISSING_OR_BLANK,
Works Completed.csv,1168,Image,MISSING_OR_BLANK,
Works Completed.csv,1169,Image,MISSING_OR_BLANK,
Works Completed.csv,1170,Image,MISSING_OR_BLANK,
Works Completed.csv,1171,Image,MISSING_OR_BLANK,
Works Completed.csv,1173,Image,MISSING_OR_BLANK,
Works Completed.csv,1175,Image,MISSING_OR_BLANK,
Works Completed.csv,1176,Image,MISSING_OR_BLANK,
Works Completed.csv,1177,Image,MISSING_OR_BLANK,
Works Completed.csv,1178,Image,MISSING_OR_BLANK,
Works Completed.csv,1180,Image,MISSING_OR_BLANK,
Works Completed.csv,1181,Image,MISSING_OR_BLANK,
Works Completed.csv,1184,Image,MISSING_OR_BLANK,
Works Completed.csv,1185,Image,MISSING_OR_BLANK,
Works Completed.csv,1186,Image,MISSING_OR_BLANK,
Works Completed.csv,1187,Image,MISSING_OR_BLANK,
Works Completed.csv,1188,Image,MISSING_OR_BLANK,
Works Completed.csv,1189,Image,MISSING_OR_BLANK,
Works Completed.csv,1190,Image,MISSING_OR_BLANK,
Works Completed.csv,1191,Image,MISSING_OR_BLANK,
Works Completed.csv,1192,Image,MISSING_OR_BLANK,
Works Completed.csv,1193,Image,MISSING_OR_BLANK,
Works Completed.csv,1197,Image,MISSING_OR_BLANK,
Works Completed.csv,1198,Image,MISSING_OR_BLANK,
Works Completed.csv,1199,Image,MISSING_OR_BLANK,
Works Completed.csv,1200,Image,MISSING_OR_BLANK,
Works Completed.csv,1203,Image,MISSING_OR_BLANK,
Works Completed.csv,1204,Image,MISSING_OR_BLANK,
Works Completed.csv,1206,Image,MISSING_OR_BLANK,
Works Completed.csv,1207,Image,MISSING_OR_BLANK,
Works Completed.csv,1208,Image,MISSING_OR_BLANK,
Works Completed.csv,1209,Image,MISSING_OR_BLANK,
Works Completed.csv,1211,Image,MISSING_OR_BLANK,
Works Completed.csv,1214,Image,MISSING_OR_BLANK,
Works Completed.csv,1216,Image,MISSING_OR_BLANK,
Works Completed.csv,1217,Image,MISSING_OR_BLANK,
Works Completed.csv,1221,Image,MISSING_OR_BLANK,
Works Completed.csv,1225,Image,MISSING_OR_BLANK,
Works Completed.csv,1226,Image,MISSING_OR_BLANK,
Works Completed.csv,1228,Image,MISSING_OR_BLANK,
Works Completed.csv,1230,Image,MISSING_OR_BLANK,
Works Completed.csv,1240,Image,MISSING_OR_BLANK,
Works Completed.csv,1242,Image,MISSING_OR_BLANK,
Works Completed.csv,1244,Image,MISSING_OR_BLANK,
Works Completed.csv,1245,Image,MISSING_OR_BLANK,
Works Completed.csv,1246,Image,MISSING_OR_BLANK,
Works Completed.csv,1247,Image,MISSING_OR_BLANK,
Works Completed.csv,1249,Image,MISSING_OR_BLANK,
Works Completed.csv,1252,Image,MISSING_OR_BLANK,
Works Completed.csv,1255,Image,MISSING_OR_BLANK,
Works Completed.csv,1256,Image,MISSING_OR_BLANK,
Works Completed.csv,1259,Image,MISSING_OR_BLANK,
Works Completed.csv,1260,Image,MISSING_OR_BLANK,
Works Completed.csv,1261,Image,MISSING_OR_BLANK,
Works Completed.csv,1262,Image,MISSING_OR_BLANK,
Works Completed.csv,1263,Image,MISSING_OR_BLANK,
Works Completed.csv,1270,Image,MISSING_OR_BLANK,
Works Completed.csv,1271,Image,MISSING_OR_BLANK,
Works Completed.csv,1284,Image,MISSING_OR_BLANK,
Works Completed.csv,1288,Image,MISSING_OR_BLANK,
Works Completed.csv,1296,Image,MISSING_OR_BLANK,
Works Completed.csv,1297,Image,MISSING_OR_BLANK,
Works Completed.csv,1301,Image,MISSING_OR_BLANK,
Works Completed.csv,1302,Image,MISSING_OR_BLANK,
Works Completed.csv,1303,Image,MISSING_OR_BLANK,
Works Completed.csv,1305,Image,MISSING_OR_BLANK,
Works Completed.csv,1306,Image,MISSING_OR_BLANK,
Works Completed.csv,1307,Image,MISSING_OR_BLANK,
Works Completed.csv,1308,Image,MISSING_OR_BLANK,
Works Completed.csv,1314,Image,MISSING_OR_BLANK,
Works Completed.csv,1315,Image,MISSING_OR_BLANK,
Works Completed.csv,1316,Image,MISSING_OR_BLANK,
Works Completed.csv,1317,Image,MISSING_OR_BLANK,
Works Completed.csv,1318,Image,MISSING_OR_BLANK,
Works Completed.csv,1319,Image,MISSING_OR_BLANK,
Works Completed.csv,1324,Image,MISSING_OR_BLANK,
Works Completed.csv,1332,Image,MISSING_OR_BLANK,
Works Completed.csv,1333,Image,MISSING_OR_BLANK,
Works Completed.csv,1334,Image,MISSING_OR_BLANK,
Works Completed.csv,1350,Image,MISSING_OR_BLANK,
Works Completed.csv,1352,Image,MISSING_OR_BLANK,
Works Completed.csv,1353,Image,MISSING_OR_BLANK,
Works Completed.csv,1354,Image,MISSING_OR_BLANK,
Works Completed.csv,1355,Image,MISSING_OR_BLANK,
Works Completed.csv,1356,Image,MISSING_OR_BLANK,
Works Completed.csv,1357,Image,MISSING_OR_BLANK,
Works Completed.csv,1358,Image,MISSING_OR_BLANK,
Works Completed.csv,1359,Image,MISSING_OR_BLANK,
Works Completed.csv,1360,Image,MISSING_OR_BLANK,
Works Completed.csv,1363,Image,MISSING_OR_BLANK,
Works Completed.csv,1364,Image,MISSING_OR_BLANK,
Works Completed.csv,1366,Image,MISSING_OR_BLANK,
Works Completed.csv,1367,Image,MISSING_OR_BLANK,
Works Completed.csv,1369,Image,MISSING_OR_BLANK,
Works Completed.csv,1400,Image,MISSING_OR_BLANK,
Works Completed.csv,1402,Image,MISSING_OR_BLANK,
Works Completed.csv,1403,Image,MISSING_OR_BLANK,
Works Completed.csv,1404,Image,MISSING_OR_BLANK,
Works Completed.csv,1409,Image,MISSING_OR_BLANK,
Works Completed.csv,1410,Image,MISSING_OR_BLANK,
Works Completed.csv,1411,Image,MISSING_OR_BLANK,
Works Completed.csv,1412,Image,MISSING_OR_BLANK,
Works Completed.csv,1413,Image,MISSING_OR_BLANK,
Works Completed.csv,1425,Image,MISSING_OR_BLANK,
Works Completed.csv,1434,Image,MISSING_OR_BLANK,
Works Completed.csv,1450,Image,MISSING_OR_BLANK,
Works Completed.csv,1451,Image,MISSING_OR_BLANK,
Works Completed.csv,1452,Image,MISSING_OR_BLANK,
Works Completed.csv,1453,Image,MISSING_OR_BLANK,
Works Completed.csv,1454,Image,MISSING_OR_BLANK,
Works Completed.csv,1455,Image,MISSING_OR_BLANK,
Works Completed.csv,1456,Image,MISSING_OR_BLANK,
Works Completed.csv,1457,Image,MISSING_OR_BLANK,
Works Completed.csv,1461,Image,MISSING_OR_BLANK,
Works Completed.csv,1462,Image,MISSING_OR_BLANK,
Works Completed.csv,1463,Image,MISSING_OR_BLANK,
Works Completed.csv,1464,Image,MISSING_OR_BLANK,
Works Completed.csv,1465,Image,MISSING_OR_BLANK,
Works Completed.csv,1466,Image,MISSING_OR_BLANK,
Works Completed.csv,1467,Image,MISSING_OR_BLANK,
Works Completed.csv,1472,Image,MISSING_OR_BLANK,
Works Completed.csv,1473,Image,MISSING_OR_BLANK,
Works Completed.csv,1474,Image,MISSING_OR_BLANK,
Works Completed.csv,1475,Image,MISSING_OR_BLANK,
Works Completed.csv,1476,Image,MISSING_OR_BLANK,
Works Completed.csv,1477,Image,MISSING_OR_BLANK,
Works Completed.csv,1478,Image,MISSING_OR_BLANK,
Works Completed.csv,1479,Image,MISSING_OR_BLANK,
Works Completed.csv,1480,Image,MISSING_OR_BLANK,
Works Completed.csv,1481,Image,MISSING_OR_BLANK,
Works Completed.csv,1482,Image,MISSING_OR_BLANK,
Works Completed.csv,1483,Image,MISSING_OR_BLANK,
Works Completed.csv,1485,Image,MISSING_OR_BLANK,
Works Completed.csv,1497,Image,MISSING_OR_BLANK,
Works Completed.csv,1499,Image,MISSING_OR_BLANK,
Works Completed.csv,1500,Image,MISSING_OR_BLANK,
Works Completed.csv,1506,Image,MISSING_OR_BLANK,
Works Completed.csv,1507,Image,MISSING_OR_BLANK,
Works Completed.csv,1508,Image,MISSING_OR_BLANK,
Works Completed.csv,1510,Image,MISSING_OR_BLANK,
Works Completed.csv,1511,Image,MISSING_OR_BLANK,
Works Completed.csv,1522,Image,MISSING_OR_BLANK,
Works Completed.csv,1523,Image,MISSING_OR_BLANK,
Works Completed.csv,1524,Image,MISSING_OR_BLANK,
Works Completed.csv,1527,Image,MISSING_OR_BLANK,
Works Completed.csv,1531,Image,MISSING_OR_BLANK,
Works Completed.csv,1536,Image,MISSING_OR_BLANK,
Works Completed.csv,1540,Image,MISSING_OR_BLANK,
Works Completed.csv,1543,Image,MISSING_OR_BLANK,
Works Completed.csv,1544,Image,MISSING_OR_BLANK,
Works Completed.csv,1545,Image,MISSING_OR_BLANK,
Works Completed.csv,1546,Image,MISSING_OR_BLANK,
Works Completed.csv,1547,Image,MISSING_OR_BLANK,
Works Completed.csv,1548,Image,MISSING_OR_BLANK,
Works Completed.csv,1549,Image,MISSING_OR_BLANK,
Works Completed.csv,1550,Image,MISSING_OR_BLANK,
Works Completed.csv,1551,Image,MISSING_OR_BLANK,
Works Completed.csv,1552,Image,MISSING_OR_BLANK,
Works Completed.csv,1553,Image,MISSING_OR_BLANK,
Works Completed.csv,1554,Image,MISSING_OR_BLANK,
Works Completed.csv,1555,Image,MISSING_OR_BLANK,
Works Completed.csv,1556,Image,MISSING_OR_BLANK,
Works Completed.csv,1557,Image,MISSING_OR_BLANK,
Works Completed.csv,1558,Image,MISSING_OR_BLANK,
Works Completed.csv,1561,Image,MISSING_OR_BLANK,
Works Completed.csv,1563,Image,MISSING_OR_BLANK,
Works Completed.csv,1566,Image,MISSING_OR_BLANK,
Works Completed.csv,1574,Image,MISSING_OR_BLANK,
Works Completed.csv,1575,Image,MISSING_OR_BLANK,
Works Completed.csv,1576,Image,MISSING_OR_BLANK,
Works Completed.csv,1577,Image,MISSING_OR_BLANK,
Works Completed.csv,1578,Image,MISSING_OR_BLANK,
Works Completed.csv,1579,Image,MISSING_OR_BLANK,
Works Completed.csv,1580,Image,MISSING_OR_BLANK,
Works Completed.csv,1581,Image,MISSING_OR_BLANK,
Works Completed.csv,1582,Image,MISSING_OR_BLANK,
Works Completed.csv,1583,Image,MISSING_OR_BLANK,
Works Completed.csv,1584,Image,MISSING_OR_BLANK,
Works Completed.csv,1585,Image,MISSING_OR_BLANK,
Works Completed.csv,1586,Image,MISSING_OR_BLANK,
Works Completed.csv,1587,Image,MISSING_OR_BLANK,
Works Completed.csv,1588,Image,MISSING_OR_BLANK,
Works Completed.csv,1589,Image,MISSING_OR_BLANK,
Works Completed.csv,1590,Image,MISSING_OR_BLANK,
Works Completed.csv,1591,Image,MISSING_OR_BLANK,
Works Completed.csv,1592,Image,MISSING_OR_BLANK,
Works Completed.csv,1593,Image,MISSING_OR_BLANK,
Works Completed.csv,1595,Image,MISSING_OR_BLANK,
Works Completed.csv,1596,Image,MISSING_OR_BLANK,
Works Completed.csv,1597,Image,MISSING_OR_BLANK,
Works Completed.csv,1598,Image,MISSING_OR_BLANK,
Works Completed.csv,1599,Image,MISSING_OR_BLANK,
Works Completed.csv,1600,Image,MISSING_OR_BLANK,
Works Completed.csv,1601,Image,MISSING_OR_BLANK,
Works Completed.csv,1602,Image,MISSING_OR_BLANK,
Works Completed.csv,1603,Image,MISSING_OR_BLANK,
Works Completed.csv,1604,Image,MISSING_OR_BLANK,
Works Completed.csv,1605,Image,MISSING_OR_BLANK,
Works Completed.csv,1606,Image,MISSING_OR_BLANK,
Works Completed.csv,1607,Image,MISSING_OR_BLANK,
Works Completed.csv,1608,Image,MISSING_OR_BLANK,
Works Completed.csv,1609,Image,MISSING_OR_BLANK,
Works Completed.csv,1610,Image,MISSING_OR_BLANK,
Works Completed.csv,1611,Image,MISSING_OR_BLANK,
Works Completed.csv,1612,Image,MISSING_OR_BLANK,
Works Completed.csv,1613,Image,MISSING_OR_BLANK,
Works Completed.csv,1614,Image,MISSING_OR_BLANK,
Works Completed.csv,1615,Image,MISSING_OR_BLANK,
Works Completed.csv,1652,Image,MISSING_OR_BLANK,
Works Completed.csv,1653,Image,MISSING_OR_BLANK,
Works Completed.csv,1654,Image,MISSING_OR_BLANK,
Works Completed.csv,1655,Image,MISSING_OR_BLANK,
Works Completed.csv,1656,Image,MISSING_OR_BLANK,
Works Completed.csv,1657,Image,MISSING_OR_BLANK,
Works Completed.csv,1658,Image,MISSING_OR_BLANK,
Works Completed.csv,1659,Image,MISSING_OR_BLANK,
Works Completed.csv,1660,Image,MISSING_OR_BLANK,
Works Completed.csv,1661,Image,MISSING_OR_BLANK,
Works Completed.csv,1662,Image,MISSING_OR_BLANK,
Works Completed.csv,1663,Image,MISSING_OR_BLANK,
Works Completed.csv,1664,Image,MISSING_OR_BLANK,
Works Completed.csv,1665,Image,MISSING_OR_BLANK,
Works Completed.csv,1667,Image,MISSING_OR_BLANK,
Works Completed.csv,1668,Image,MISSING_OR_BLANK,
Works Completed.csv,1669,Image,MISSING_OR_BLANK,
Works Completed.csv,1671,Image,MISSING_OR_BLANK,
Works Completed.csv,1674,Image,MISSING_OR_BLANK,
Works Completed.csv,1681,Image,MISSING_OR_BLANK,
Works Completed.csv,1682,Image,MISSING_OR_BLANK,
Works Completed.csv,1683,Image,MISSING_OR_BLANK,
Works Completed.csv,1684,Image,MISSING_OR_BLANK,
Works Completed.csv,1685,Image,MISSING_OR_BLANK,
Works Completed.csv,1686,Image,MISSING_OR_BLANK,
Works Completed.csv,1687,Image,MISSING_OR_BLANK,
Works Completed.csv,1688,Image,MISSING_OR_BLANK,
Works Completed.csv,1689,Image,MISSING_OR_BLANK,
Works Completed.csv,1699,Image,MISSING_OR_BLANK,
Works Completed.csv,1700,Image,MISSING_OR_BLANK,
Works Completed.csv,1701,Image,MISSING_OR_BLANK,
Works Completed.csv,1702,Image,MISSING_OR_BLANK,
Works Completed.csv,1703,Image,MISSING_OR_BLANK,
Works Completed.csv,1704,Image,MISSING_OR_BLANK,
Works Completed.csv,1705,Image,MISSING_OR_BLANK,
Works Completed.csv,1706,Image,MISSING_OR_BLANK,
Works Completed.csv,1707,Image,MISSING_OR_BLANK,
Works Completed.csv,1708,Image,MISSING_OR_BLANK,
Works Completed.csv,1709,Image,MISSING_OR_BLANK,
Works Completed.csv,1710,Image,MISSING_OR_BLANK,
Works Completed.csv,1711,Image,MISSING_OR_BLANK,
Works Completed.csv,1712,Image,MISSING_OR_BLANK,
Works Completed.csv,1713,Image,MISSING_OR_BLANK,
Works Completed.csv,1714,Image,MISSING_OR_BLANK,
Works Completed.csv,1715,Image,MISSING_OR_BLANK,
Works Completed.csv,1716,Image,MISSING_OR_BLANK,
Works Completed.csv,1717,Image,MISSING_OR_BLANK,
Works Completed.csv,1718,Image,MISSING_OR_BLANK,
Works Completed.csv,1719,Image,MISSING_OR_BLANK,
Works Completed.csv,1720,Image,MISSING_OR_BLANK,
Works Completed.csv,1721,Image,MISSING_OR_BLANK,
Works Completed.csv,1723,Image,MISSING_OR_BLANK,
Works Completed.csv,1725,Image,MISSING_OR_BLANK,
Works Completed.csv,1726,Image,MISSING_OR_BLANK,
Works Completed.csv,1727,Image,MISSING_OR_BLANK,
Works Completed.csv,1729,Image,MISSING_OR_BLANK,
Works Completed.csv,1730,Image,MISSING_OR_BLANK,
Works Completed.csv,1731,Image,MISSING_OR_BLANK,
Works Completed.csv,1732,Image,MISSING_OR_BLANK,
Works Completed.csv,1733,Image,MISSING_OR_BLANK,
Works Completed.csv,1734,Image,MISSING_OR_BLANK,
Works Completed.csv,1735,Image,MISSING_OR_BLANK,
Works Completed.csv,1736,Image,MISSING_OR_BLANK,
Works Completed.csv,1737,Image,MISSING_OR_BLANK,
Works Completed.csv,1738,Image,MISSING_OR_BLANK,
Works Completed.csv,1740,Image,MISSING_OR_BLANK,
Works Completed.csv,1749,Image,MISSING_OR_BLANK,
Works Completed.csv,1750,Image,MISSING_OR_BLANK,
Works Completed.csv,1751,Image,MISSING_OR_BLANK,
Works Completed.csv,1752,Image,MISSING_OR_BLANK,
Works Completed.csv,1753,Image,MISSING_OR_BLANK,
Works Completed.csv,1754,Image,MISSING_OR_BLANK,
Works Completed.csv,1755,Image,MISSING_OR_BLANK,
Works Completed.csv,1756,Image,MISSING_OR_BLANK,
Works Completed.csv,1757,Image,MISSING_OR_BLANK,
Works Completed.csv,1758,Image,MISSING_OR_BLANK,
Works Completed.csv,1759,Image,MISSING_OR_BLANK,
Works Completed.csv,1760,Image,MISSING_OR_BLANK,
Works Completed.csv,1761,Image,MISSING_OR_BLANK,
Works Completed.csv,1762,Image,MISSING_OR_BLANK,
Works Completed.csv,1763,Image,MISSING_OR_BLANK,
Works Completed.csv,1764,Image,MISSING_OR_BLANK,
Works Completed.csv,1765,Image,MISSING_OR_BLANK,
Works Completed.csv,1767,Image,MISSING_OR_BLANK,
Works Completed.csv,1768,Image,MISSING_OR_BLANK,
Works Completed.csv,1769,Image,MISSING_OR_BLANK,
Works Completed.csv,1770,Image,MISSING_OR_BLANK,
Works Completed.csv,1771,Image,MISSING_OR_BLANK,
Works Completed.csv,1772,Image,MISSING_OR_BLANK,
Works Completed.csv,1774,Image,MISSING_OR_BLANK,
Works Completed.csv,1775,Image,MISSING_OR_BLANK,
Works Completed.csv,1776,Image,MISSING_OR_BLANK,
Works Completed.csv,1777,Image,MISSING_OR_BLANK,
Works Completed.csv,1778,Image,MISSING_OR_BLANK,
Works Completed.csv,1779,Image,MISSING_OR_BLANK,
Works Completed.csv,1780,Image,MISSING_OR_BLANK,
Works Completed.csv,1781,Image,MISSING_OR_BLANK,
Works Completed.csv,1782,Image,MISSING_OR_BLANK,
Works Completed.csv,1783,Image,MISSING_OR_BLANK,
Works Completed.csv,1784,Image,MISSING_OR_BLANK,
Works Completed.csv,1785,Image,MISSING_OR_BLANK,
Works Completed.csv,1787,Image,MISSING_OR_BLANK,
Works Completed.csv,1788,Image,MISSING_OR_BLANK,
Works Completed.csv,1789,Image,MISSING_OR_BLANK,
Works Completed.csv,1790,Image,MISSING_OR_BLANK,
Works Completed.csv,1791,Image,MISSING_OR_BLANK,
Works Completed.csv,1792,Image,MISSING_OR_BLANK,
Works Completed.csv,1794,Image,MISSING_OR_BLANK,
Works Completed.csv,1795,Image,MISSING_OR_BLANK,
Works Completed.csv,1798,Image,MISSING_OR_BLANK,
Works Completed.csv,1804,Image,MISSING_OR_BLANK,
Works Completed.csv,1805,Image,MISSING_OR_BLANK,
Works Completed.csv,1806,Image,MISSING_OR_BLANK,
Works Completed.csv,1807,Image,MISSING_OR_BLANK,
Works Completed.csv,1808,Image,MISSING_OR_BLANK,
Works Completed.csv,1809,Image,MISSING_OR_BLANK,
Works Completed.csv,1811,Image,MISSING_OR_BLANK,
Works Completed.csv,1812,Image,MISSING_OR_BLANK,
Works Completed.csv,1813,Image,MISSING_OR_BLANK,
Works Completed.csv,1814,Image,MISSING_OR_BLANK,
Works Completed.csv,1815,Image,MISSING_OR_BLANK,
Works Completed.csv,1816,Image,MISSING_OR_BLANK,
Works Completed.csv,1817,Image,MISSING_OR_BLANK,
Works Completed.csv,1821,Image,MISSING_OR_BLANK,
Works Completed.csv,1833,Image,MISSING_OR_BLANK,
Works Completed.csv,1834,Image,MISSING_OR_BLANK,
Works Completed.csv,1835,Image,MISSING_OR_BLANK,
Works Completed.csv,1836,Image,MISSING_OR_BLANK,
Works Completed.csv,1837,Image,MISSING_OR_BLANK,
Works Completed.csv,1838,Image,MISSING_OR_BLANK,
Works Completed.csv,1841,Image,MISSING_OR_BLANK,
Works Completed.csv,1848,Image,MISSING_OR_BLANK,
Works Completed.csv,1849,Image,MISSING_OR_BLANK,
Works Completed.csv,1851,Image,MISSING_OR_BLANK,
Works Completed.csv,1856,Image,MISSING_OR_BLANK,
Works Completed.csv,1858,Image,MISSING_OR_BLANK,
Works Completed.csv,1859,Image,MISSING_OR_BLANK,
Works Completed.csv,1860,Image,MISSING_OR_BLANK,
Works Completed.csv,1868,Image,MISSING_OR_BLANK,
Works Completed.csv,1873,Image,MISSING_OR_BLANK,
Works Completed.csv,1879,Image,MISSING_OR_BLANK,
Works Completed.csv,1880,Image,MISSING_OR_BLANK,
Works Completed.csv,1886,Image,MISSING_OR_BLANK,
Works Completed.csv,1888,Image,MISSING_OR_BLANK,
Works Completed.csv,1889,Image,MISSING_OR_BLANK,
Works Completed.csv,1890,Image,MISSING_OR_BLANK,
Works Completed.csv,1891,Image,MISSING_OR_BLANK,
Works Completed.csv,1892,Image,MISSING_OR_BLANK,
Works Completed.csv,1894,Image,MISSING_OR_BLANK,
Works Completed.csv,1899,Image,MISSING_OR_BLANK,
Works Completed.csv,1900,Image,MISSING_OR_BLANK,
Works Completed.csv,1901,Image,MISSING_OR_BLANK,
Works Completed.csv,1905,Image,MISSING_OR_BLANK,
Works Completed.csv,1908,Image,MISSING_OR_BLANK,
Works Completed.csv,1917,Image,MISSING_OR_BLANK,
Works Completed.csv,1922,Image,MISSING_OR_BLANK,
Works Completed.csv,1929,Image,MISSING_OR_BLANK,
Works Completed.csv,1930,Image,MISSING_OR_BLANK,
Works Completed.csv,1932,Image,MISSING_OR_BLANK,
Works Completed.csv,1933,Image,MISSING_OR_BLANK,
Works Completed.csv,1934,Image,MISSING_OR_BLANK,
Works Completed.csv,1943,Image,MISSING_OR_BLANK,
Works Completed.csv,1963,Image,MISSING_OR_BLANK,
Works Completed.csv,1971,Image,MISSING_OR_BLANK,
Works Completed.csv,1974,Image,MISSING_OR_BLANK,
Works Completed.csv,1975,Image,MISSING_OR_BLANK,
Works Completed.csv,1984,Image,MISSING_OR_BLANK,
Works Completed.csv,1987,Image,MISSING_OR_BLANK,
Works Completed.csv,1995,Image,MISSING_OR_BLANK,
Works Completed.csv,1996,Image,MISSING_OR_BLANK,
Works Completed.csv,1997,Image,MISSING_OR_BLANK,
Works Completed.csv,1999,Image,MISSING_OR_BLANK,
Works Completed.csv,2000,Image,MISSING_OR_BLANK,
Works Completed.csv,2001,Image,MISSING_OR_BLANK,
Works Completed.csv,2002,Image,MISSING_OR_BLANK,
Works Completed.csv,2003,Image,MISSING_OR_BLANK,
Works Completed.csv,2004,Image,MISSING_OR_BLANK,
Works Completed.csv,2005,Image,MISSING_OR_BLANK,
Works Completed.csv,2006,Image,MISSING_OR_BLANK,
Works Completed.csv,2007,Image,MISSING_OR_BLANK,
Works Completed.csv,2008,Image,MISSING_OR_BLANK,
Works Completed.csv,2009,Image,MISSING_OR_BLANK,
Works Completed.csv,2010,Image,MISSING_OR_BLANK,
Works Completed.csv,2011,Image,MISSING_OR_BLANK,
Works Completed.csv,2012,Image,MISSING_OR_BLANK,
Works Completed.csv,2013,Image,MISSING_OR_BLANK,
Works Completed.csv,2014,Image,MISSING_OR_BLANK,
Works Completed.csv,2015,Image,MISSING_OR_BLANK,
Works Completed.csv,2016,Image,MISSING_OR_BLANK,
Works Completed.csv,2018,Image,MISSING_OR_BLANK,
Works Completed.csv,2019,Image,MISSING_OR_BLANK,
Works Completed.csv,2020,Image,MISSING_OR_BLANK,
Works Completed.csv,2021,Image,MISSING_OR_BLANK,
Works Completed.csv,2022,Image,MISSING_OR_BLANK,
Works Completed.csv,2024,Image,MISSING_OR_BLANK,
Works Completed.csv,2025,Image,MISSING_OR_BLANK,
Works Completed.csv,2027,Image,MISSING_OR_BLANK,
Works Completed.csv,2029,Image,MISSING_OR_BLANK,
Works Completed.csv,2030,Image,MISSING_OR_BLANK,
Works Completed.csv,2031,Image,MISSING_OR_BLANK,
Works Completed.csv,2032,Image,MISSING_OR_BLANK,
Works Completed.csv,2033,Image,MISSING_OR_BLANK,
Works Completed.csv,2034,Image,MISSING_OR_BLANK,
Works Completed.csv,2035,Image,MISSING_OR_BLANK,
Works Completed.csv,2036,Image,MISSING_OR_BLANK,
Works Completed.csv,2037,Image,MISSING_OR_BLANK,
Works Completed.csv,2038,Image,MISSING_OR_BLANK,
Works Completed.csv,2039,Image,MISSING_OR_BLANK,
Works Completed.csv,2040,Image,MISSING_OR_BLANK,
Works Completed.csv,2041,Image,MISSING_OR_BLANK,
Works Completed.csv,2042,Image,MISSING_OR_BLANK,
Works Completed.csv,2043,Image,MISSING_OR_BLANK,
Works Completed.csv,2044,Image,MISSING_OR_BLANK,
