sr_no,work_category,work,state,ida,honble_members_of_parliament,constituency,work_description,recommended_date,sanction_date,sanction_amount_rupees,work_status,sanction_amount_rupees_invalid_negative,source_dataset
25218,Normal/Others,"WS/MP18305/2025-2026/183176-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,"Construction of Pulikkal Manthra Palliyali road, ward 2",2025-03-18,2026-01-14,276409.0,Physical Inspection,False,Works Sanctioned.csv
25219,Normal/Others,WS/MP18149/2025-2026/183177-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25220,Normal/Others,WS/MP18149/2025-2026/183178-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25221,Normal/Others,WS/MP18149/2025-2026/183179-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25222,Normal/Others,WS/MP18149/2025-2026/183180-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25223,Normal/Others,WS/MP18149/2025-2026/183181-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25224,Normal/Others,WS/MP18149/2025-2026/183182-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25225,Normal/Others,WS/MP18149/2025-2026/183183-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25226,Normal/Others,WS/MP18149/2025-2026/183184-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25227,Normal/Others,WS/MP18149/2025-2026/183185-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25228,Normal/Others,WS/MP18149/2025-2026/183186-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25229,Normal/Others,WS/MP18149/2025-2026/183187-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25230,Normal/Others,WS/MP18149/2025-2026/183188-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25231,Normal/Others,WS/MP18149/2025-2026/183189-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25232,Normal/Others,WS/MP18149/2025-2026/183190-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25233,Normal/Others,WS/MP18149/2025-2026/183191-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25234,Normal/Others,WS/MP18149/2025-2026/183192-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25235,Normal/Others,WS/MP18149/2025-2026/183193-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25236,Normal/Others,WS/MP18149/2025-2026/183194-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25237,Normal/Others,WS/MP18149/2025-2026/183195-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25238,Normal/Others,WS/MP18149/2025-2026/183196-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25239,Normal/Others,WS/MP18149/2025-2026/183197-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25240,Normal/Others,WS/MP18149/2025-2026/183198-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25241,Normal/Others,WS/MP18149/2025-2026/183199-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25242,Normal/Others,WS/MP18149/2025-2026/183200-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25243,Normal/Others,WS/MP18149/2025-2026/183201-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25244,Normal/Others,WS/MP18149/2025-2026/183202-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25245,Normal/Others,WS/MP18149/2025-2026/183203-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25246,Normal/Others,WS/MP18149/2025-2026/183204-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25247,Normal/Others,WS/MP18149/2025-2026/183205-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25248,Normal/Others,WS/MP18149/2025-2026/183206-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25249,Normal/Others,WS/MP18149/2025-2026/183207-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25250,Normal/Others,WS/MP18149/2025-2026/183208-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25251,Normal/Others,WS/MP18149/2025-2026/183209-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25252,Normal/Others,WS/MP18149/2025-2026/183210-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25253,Normal/Others,WS/MP18149/2025-2026/183211-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25254,Normal/Others,WS/MP18149/2025-2026/183212-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25255,Normal/Others,WS/MP18149/2025-2026/183213-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25256,Normal/Others,WS/MP18149/2025-2026/183214-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25257,Normal/Others,WS/MP18149/2025-2026/183215-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25258,Normal/Others,WS/MP18149/2025-2026/183216-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25259,Normal/Others,WS/MP18149/2025-2026/183217-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25260,Normal/Others,WS/MP18149/2025-2026/183218-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25261,Normal/Others,WS/MP18149/2025-2026/183219-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25262,Normal/Others,WS/MP18149/2025-2026/183220-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25263,Normal/Others,WS/MP18149/2025-2026/183221-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25264,Normal/Others,WS/MP18149/2025-2026/183222-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25265,Normal/Others,WS/MP18149/2025-2026/183223-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25266,Normal/Others,WS/MP18149/2025-2026/183224-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25267,Normal/Others,WS/MP18149/2025-2026/183225-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25268,Normal/Others,WS/MP18149/2025-2026/183226-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25269,Normal/Others,WS/MP18149/2025-2026/183227-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25270,Normal/Others,WS/MP18149/2025-2026/183228-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25271,Normal/Others,WS/MP18149/2025-2026/183229-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25272,Normal/Others,WS/MP18149/2025-2026/183230-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25273,Normal/Others,WS/MP18149/2025-2026/183231-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25274,Normal/Others,WS/MP18149/2025-2026/183232-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25275,Normal/Others,WS/MP18149/2025-2026/183233-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25276,Normal/Others,WS/MP18149/2025-2026/183234-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25277,Normal/Others,WS/MP18149/2025-2026/183235-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25278,Normal/Others,WS/MP18149/2025-2026/183236-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25279,Normal/Others,WS/MP18149/2025-2026/183237-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25280,Normal/Others,WS/MP18149/2025-2026/183238-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25281,Normal/Others,WS/MP18149/2025-2026/183239-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25282,Normal/Others,WS/MP18149/2025-2026/183240-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25283,Normal/Others,WS/MP18149/2025-2026/183241-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25284,Normal/Others,WS/MP18149/2025-2026/183242-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25285,Normal/Others,WS/MP18149/2025-2026/183243-Street lights,Odisha,Nayagada(DISTRICT COLLECTOR NAYAGARH_IDA),SAMBIT PATRA,PURI,Installation of Solar Light at Creamation Ground.,2025-03-18,2025-09-02,40000.0,Work Completed,False,Works Sanctioned.csv
25286,Normal/Others,"WS/MP18305/2025-2026/183268-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,"Construction of Visapadi Kallurayi road, ward 1",2025-03-18,2026-01-14,265449.0,Physical Inspection,False,Works Sanctioned.csv
25287,Normal/Others,WS/MP18312/2025-2026/183269-Construction of public libraries and reading rooms,Tamil Nadu,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),DURAI VAIKO,TIRUCHIRAPPALLI,"construction of a library in Kunnandarkovil union, Pallathuppatti Panchayat, OVK Nagar",2025-03-23,2025-06-18,1300000.0,Work partially Completed,False,Works Sanctioned.csv
25288,Normal/Others,"WS/MP18305/2025-2026/183271-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,Construction of Cholakund colony footpath (SC),2025-03-18,2026-01-14,500000.0,Sanction,False,Works Sanctioned.csv
25289,Normal/Others,"WS/MP18322/2024-2025/183273-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),Construction of PCC Road in Village- Saharjori Villagers Road,2025-03-19,2025-03-29,300000.0,Work partially Completed,False,Works Sanctioned.csv
25290,Normal/Others,"WS/MP18322/2024-2025/183274-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Gopalpur Villagers Road, Panchayat- Barmasia",2025-03-19,2025-03-29,250000.0,Work partially Completed,False,Works Sanctioned.csv
25291,Normal/Others,"WS/MP18322/2024-2025/183275-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Behrakundi Villagers Road, Panchayat- Gandrakpur",2025-03-19,2025-03-29,300000.0,Work partially Completed,False,Works Sanctioned.csv
25292,Normal/Others,"WS/MP18322/2024-2025/183276-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Raghunathpur near Bodo Soren House, Panchayat- Mohulpahari",2025-03-19,2025-03-29,250000.0,Work partially Completed,False,Works Sanctioned.csv
25293,Normal/Others,"WS/MP18322/2024-2025/183277-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Parbatpur Aadiwasi Tola, Panchayat- Palasi",2025-03-19,2025-03-29,300000.0,Work partially Completed,False,Works Sanctioned.csv
25294,Normal/Others,"WS/MP18322/2024-2025/183278-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Patosimal near Rana House, Panchayat- Jamugaria",2025-03-19,2025-03-29,300000.0,Work partially Completed,False,Works Sanctioned.csv
25295,Normal/Others,"WS/MP18322/2024-2025/183279-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Bhoktandih Aadiwasi Tola, Panchayat- Khadukadma",2025-03-19,2025-03-29,250000.0,Work partially Completed,False,Works Sanctioned.csv
25296,Normal/Others,"WS/MP18322/2024-2025/183280-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Haldipahari near Baburji House, Panchayat- Simanijore",2025-03-19,2025-03-29,250000.0,Work partially Completed,False,Works Sanctioned.csv
25297,Normal/Others,"WS/MP18322/2024-2025/183281-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Gopalpur near Majhar House, Panchayat- Shikaripara",2025-03-19,2025-03-29,300000.0,Sanction,False,Works Sanctioned.csv
25298,Normal/Others,"WS/MP18322/2024-2025/183282-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Kaurigarh near Pradhan House, Panchayat- Simanijore",2025-03-19,2025-03-29,300000.0,Work partially Completed,False,Works Sanctioned.csv
25299,Normal/Others,WS/MP18322/2024-2025/183283-Construction of public libraries and reading rooms,Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of Reading Room in Village- Khadukadma Madarsa Rashidul Ulum, Panchayat- Khadukadma",2025-03-19,2025-03-29,500000.0,Work partially Completed,False,Works Sanctioned.csv
25300,Normal/Others,"WS/MP18322/2024-2025/183284-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Daldali near Baburam House, Panchayat- Hirapur",2025-03-19,2025-03-29,300000.0,Work partially Completed,False,Works Sanctioned.csv
25301,Normal/Others,WS/MP18322/2024-2025/183285-Construction of community centers and community halls,Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of Community Building in Village- Dhaka near Majar, Panchayat- Dhaka",2025-03-19,2025-03-29,700000.0,Sanction,False,Works Sanctioned.csv
25302,Normal/Others,"WS/MP18322/2024-2025/183286-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Pinargaria on the way of Aadiwasi Tola, Panchayat- Pinargaria",2025-03-19,2025-03-29,300000.0,Work partially Completed,False,Works Sanctioned.csv
25303,Normal/Others,"WS/MP18305/2025-2026/183287-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,"Construction of Athiyam Parambath Manjakkad Road, ward 5",2025-03-18,2026-01-14,243349.0,Physical Inspection,False,Works Sanctioned.csv
25304,Normal/Others,WS/MP18322/2024-2025/183288-Construction of stadiums,Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),Construction of Platform and Leveling of Football Ground,2025-03-19,2025-03-29,300000.0,Work partially Completed,False,Works Sanctioned.csv
25305,Normal/Others,"WS/MP18322/2024-2025/183289-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Nangalbhanga Villagers Road, Panchayat- Sarasdangal",2025-03-19,2025-03-29,300000.0,Work partially Completed,False,Works Sanctioned.csv
25306,Normal/Others,"WS/MP18322/2024-2025/183290-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Benagaria PWD Road to Mission Middle School, Panchayat- Chitragaria",2025-03-19,2025-03-29,300000.0,Work partially Completed,False,Works Sanctioned.csv
25307,Normal/Others,"WS/MP18322/2024-2025/183291-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Jabardaha Tali Tola Balki Hansda House to Chabutra, Panchayat- Jamugaria",2025-03-19,2025-03-29,300000.0,Work partially Completed,False,Works Sanctioned.csv
