sr_no,work_category,work,state,ida,honble_members_of_parliament,constituency,work_description,recommended_date,sanction_date,sanction_amount_rupees,work_status,sanction_amount_rupees_invalid_negative,source_dataset
10412,Normal/Others,"WS/MP799/2024-2025/154634-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,Village Karmahwa devpur kashiram mahdewa marg se karmahwa gaow tak 200 meter CC Road,2024-11-26,2024-12-11,2186304.0,Physical Inspection,False,Works Sanctioned.csv
10413,Normal/Others,"WS/MP799/2024-2025/154635-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,Village madhubani kurmi tola subhas chaudhary ke ghar ke aage tak 200 meter CC Road,2024-11-26,2024-12-11,2453928.0,Physical Inspection,False,Works Sanctioned.csv
10414,Normal/Others,"WS/MP799/2024-2025/154636-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,Village karmahwa Ravindra yadav ke ghar se gulab chaurasiya ke ghar tak 140 meter CC Road,2024-11-26,2024-12-11,1770236.0,Physical Inspection,False,Works Sanctioned.csv
10415,Normal/Others,WS/MP799/2024-2025/154637-Construction of additional rooms and halls in the existing public and community building,Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,Village Bodna Tola Naudihawa me one piece Baarat ghar nirman,2024-11-26,2024-12-11,2338000.0,Physical Inspection,False,Works Sanctioned.csv
10416,Normal/Others,"WS/MP799/2024-2025/154638-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,VIllage Belsad narad chauhan ke ghar se murgi form panchayat bhwan tak 200 meter CC Road,2024-11-26,2024-12-11,2627388.0,Physical Inspection,False,Works Sanctioned.csv
10417,Normal/Others,"WS/MP799/2024-2025/154639-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,VIllage Sonchiraia hanuman pandey ke ghar sr rishi muni ray ke ghar tak 200 meter CC Road,2024-11-26,2024-12-11,2073024.0,Physical Inspection,False,Works Sanctioned.csv
10418,Normal/Others,"WS/MP799/2024-2025/154640-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,Village Pipara bari me pramod ke ghar se hira lal ke ghar tak 200 meter CC Road,2024-11-26,2024-12-11,2189844.0,Physical Inspection,False,Works Sanctioned.csv
10419,Normal/Others,"WS/MP799/2024-2025/154641-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,Village Mahuawa me jharan ke ghar se ram muni ke ghar tak CC Road 210 meter,2024-11-26,2024-12-11,2278934.0,Physical Inspection,False,Works Sanctioned.csv
10420,Normal/Others,"WS/MP799/2024-2025/154642-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,VIllage khoriya me awadh ram ke ghar se dinesh ke ghar tak 200 meter CC Road,2024-11-26,2024-12-11,2122112.0,Physical Inspection,False,Works Sanctioned.csv
10421,Normal/Others,"WS/MP799/2024-2025/154643-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,Village Mishrauliya me PWD Road se motichand gaow tak 200 meter CC Road,2024-11-26,2024-12-11,2307018.0,Physical Inspection,False,Works Sanctioned.csv
10422,Normal/Others,"WS/MP799/2024-2025/154644-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,Village Hanuman Garhiya me samay mata sthan se shamshan ghar tak 200 meter CC Road,2024-11-26,2024-12-11,2557060.0,Physical Inspection,False,Works Sanctioned.csv
10423,Normal/Others,WS/MP799/2024-2025/154645-Construction of additional rooms and halls in the existing public and community building,Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,Village Dhamur me one piece Baarat ghar nirman kary,2024-11-26,2024-12-11,2335000.0,Physical Inspection,False,Works Sanctioned.csv
10424,Normal/Others,"WS/MP799/2024-2025/154646-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,Village Jungle Gulahariya me sewak maury ke ghar se rajeshwar chauhan ke ghar tak 200 meter CC Road,2024-11-26,2024-12-11,2605086.0,Physical Inspection,False,Works Sanctioned.csv
10425,Normal/Others,WS/MP799/2024-2025/154647-Construction of additional rooms and halls in the existing public and community building,Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,Village Kishunpur me one piece baarat ghar ke nirman,2024-11-26,2024-12-11,2340000.0,Physical Inspection,False,Works Sanctioned.csv
10426,Normal/Others,"WS/MP799/2024-2025/154648-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,Village Mahuawa adda me gas agency ke bagal se bhartoliya tole tak 250 meter CC Road,2024-11-26,2024-12-11,2926872.0,Physical Inspection,False,Works Sanctioned.csv
10427,Normal/Others,"WS/MP799/2024-2025/154649-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,Village Parsauni avrar ke khet se green mount school tak 200 meter CC Road,2024-11-26,2024-12-11,2714708.0,Physical Inspection,False,Works Sanctioned.csv
10428,Normal/Others,"WS/MP799/2024-2025/154650-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,Village Vishwanath pur padwaniya me shiv mandir se vinod dharikar ke ghar tak 90 meter CC Road,2024-11-26,2024-12-11,921226.0,Physical Inspection,False,Works Sanctioned.csv
10429,Normal/Others,"WS/MP799/2024-2025/154651-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Pankaj Chowdhary,MAHARAJGANJ_UP,NPP Nautanwa ward No 13 mahendra nagar sanjay ke ghar se harishankar jaiswal ke ghar tak 200 meter CC Road,2024-11-26,2024-12-11,2132142.0,Physical Inspection,False,Works Sanctioned.csv
10430,Normal/Others,WS/MP18101/2024-2025/154656-Purchase of mobile water tankers,Madhya Pradesh,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),RAHUL SINGH LODHI,DAMOH,GRAM PANCHAYAT KISHANGARH ME 5000 LTR PANEE KE TANKER KI KHAREED,2024-11-25,2025-03-07,198723.0,Physical Inspection,False,Works Sanctioned.csv
10431,Normal/Others,WS/MP18101/2024-2025/154658-Purchase of mobile water tankers,Madhya Pradesh,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),RAHUL SINGH LODHI,DAMOH,GRAM PANCHAYAT BARKHERA ME 5000 LTR PANEE KE TANKER KI KHAREED,2024-11-25,2025-03-07,198723.0,Physical Inspection,False,Works Sanctioned.csv
10432,Normal/Others,WS/MP18101/2024-2025/154663-Purchase of mobile water tankers,Madhya Pradesh,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),RAHUL SINGH LODHI,DAMOH,GRAM PANCHAYAT PIPRIYA NARSINGH ME 5000 LTR PANEE KE TANKER KI KHAREED,2024-11-25,2025-03-07,198723.0,Physical Inspection,False,Works Sanctioned.csv
10433,Normal/Others,"WS/MP18188/2025-2026/154668-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,Laying of CC Road at Mambapur Village of Peddemul Mandal,2024-11-25,2025-06-09,189522.0,Physical Inspection,False,Works Sanctioned.csv
10434,Normal/Others,"WS/MP18188/2025-2026/154669-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,Laying of CC Road at Kandanelly Village of Peddemul Mandal,2024-11-25,2025-06-09,191802.0,Physical Inspection,False,Works Sanctioned.csv
10435,Normal/Others,WS/MP18101/2024-2025/154670-Purchase of mobile water tankers,Madhya Pradesh,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),RAHUL SINGH LODHI,DAMOH,GRAM PANCHAYAT SAHAJPURI KHURD ME 5000 LTR PANEE KE TANKER KI KHAREED,2024-11-25,2025-03-07,198723.0,Physical Inspection,False,Works Sanctioned.csv
10436,Normal/Others,"WS/MP18188/2025-2026/154671-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,Laying of CC Road from Idyamma Temple to Narmada House at Navalga Village of Basheerabad Mandal,2024-11-25,2025-05-08,198975.0,Physical Inspection,False,Works Sanctioned.csv
10437,Normal/Others,WS/MP18101/2024-2025/154672-Purchase of mobile water tankers,Madhya Pradesh,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),RAHUL SINGH LODHI,DAMOH,GRAM PANCHAYAT KHAND MR 5000 LTR PANEE KE TANKER KI KHAREED,2024-11-25,2025-03-07,198723.0,Physical Inspection,False,Works Sanctioned.csv
10438,Normal/Others,"WS/MP18188/2025-2026/154673-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,Laying of CC Road from Talari Pedda Narsimulu House to Dulla Sayamma House at Neelapally Village of Basheerabad Mandal,2024-11-25,2025-05-08,199691.0,Physical Inspection,False,Works Sanctioned.csv
10439,Normal/Others,WS/ MP644/2024-2025/154674-Construction of community centers and community halls,Madhya Pradesh,REWA(DISTRICT COLLECTOR REWA_IDA),Janardan Mishra,REWA,gaodham hinauti,2024-11-25,2025-01-19,2500000.0,Vendor Identification,False,Works Sanctioned.csv
10440,Normal/Others,"WS/MP18188/2025-2026/154675-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,Laying of CC Road from H.No.1-1-2/7B to 1/1/6/B Sujatha Nurse House in Ward No.24 in Tandur Municipality,2024-11-25,2025-05-15,477977.0,Physical Inspection,False,Works Sanctioned.csv
10441,Normal/Others,WS/MP18101/2024-2025/154676-Purchase of mobile water tankers,Madhya Pradesh,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),RAHUL SINGH LODHI,DAMOH,GRAM PANCHAYAT DEORI PATHARIYA ME 5000 LTR PANEE KE TANKER KI KHAREED,2024-11-25,2025-03-07,198723.0,Physical Inspection,False,Works Sanctioned.csv
10442,Normal/Others,"WS/MP18188/2025-2026/154677-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,Drilling of One Borewell along with Installation of Motor Pumpset at Madananthapur Village of Peddemul Mandal,2024-11-25,2025-06-09,200000.0,Sanction,False,Works Sanctioned.csv
10443,Normal/Others,WS/ MP644/2024-2025/154678-Improvement of electricity distribution infrastructure,Madhya Pradesh,REWA(DISTRICT COLLECTOR REWA_IDA),Janardan Mishra,REWA,poll and Transformer,2024-11-25,2025-01-17,531686.0,Sanction,False,Works Sanctioned.csv
10444,Normal/Others,WS/MP18101/2024-2025/154680-Purchase of mobile water tankers,Madhya Pradesh,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),RAHUL SINGH LODHI,DAMOH,GRAM PANCHAYAT BARPANI ME 5000 LTR PANEE KE TANKER KI KHAREED,2024-11-25,2025-03-07,198723.0,Physical Inspection,False,Works Sanctioned.csv
10445,Normal/Others,"WS/MP18188/2025-2026/154681-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,Drilling of Borewell and Fixing of Pumpset at BC Colony Oddandapur Village of Tandur Mandal,2024-11-25,2025-06-13,150000.0,Sanction,False,Works Sanctioned.csv
10446,Normal/Others,WS/ MP644/2024-2025/154682-Improvement of electricity distribution infrastructure,Madhya Pradesh,REWA(DISTRICT COLLECTOR REWA_IDA),Janardan Mishra,REWA,Electricity work poll and cable,2024-11-25,2025-01-17,266250.0,Sanction,False,Works Sanctioned.csv
10447,Normal/Others,WS/ MP644/2024-2025/154684-Improvement of electricity distribution infrastructure,Madhya Pradesh,REWA(DISTRICT COLLECTOR REWA_IDA),Janardan Mishra,REWA,Electricity Work poll and cable,2024-11-25,2025-03-28,405547.0,Sanction,False,Works Sanctioned.csv
10448,Normal/Others,WS/MP18188/2025-2026/154694-Installing tube-wells and borewells,Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,Drilling of Borewell and Fixing of Pumpset at Maisammagadda Thanda of Tandur Mandal,2024-11-25,2025-06-09,150000.0,Sanction,False,Works Sanctioned.csv
10449,Normal/Others,WS/MP18188/2025-2026/154695-Installing tube-wells and borewells,Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,Drilling of One Borewell along with Installation of Motor Pumpset at Athkur Village of Peddemul Mandal,2024-11-25,2025-06-09,200000.0,Sanction,False,Works Sanctioned.csv
10450,Normal/Others,WS/ MP644/2024-2025/154696-Improvement of electricity distribution infrastructure,Madhya Pradesh,REWA(DISTRICT COLLECTOR REWA_IDA),Janardan Mishra,REWA,"Electricity work poll ,cable and Transformer",2024-11-25,2025-01-17,1373230.0,Sanction,False,Works Sanctioned.csv
10451,Normal/Others,WS/ MP644/2024-2025/154697-Improvement of electricity distribution infrastructure,Madhya Pradesh,REWA(DISTRICT COLLECTOR REWA_IDA),Janardan Mishra,REWA,"Electricity work poll, cable and Transformer",2024-11-25,2025-01-17,541686.0,Sanction,False,Works Sanctioned.csv
10452,Normal/Others,WS/MP18188/2025-2026/154699-Installing tube-wells and borewells,Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,Drilling of One Borewell along with Installation of Motor Pumpset at Bandameedipally Village of Peddemul Mandal,2024-11-25,2025-06-09,200000.0,Sanction,False,Works Sanctioned.csv
10453,Normal/Others,WS/MP18024/2025-2026/154704-Construction of community centers and community halls,Assam,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),GAURAV GOGOI,JORHAT,"Development of Belengbari Six Ali Community Hall, Belang Bari, Bantung GP",2024-11-25,2025-10-13,200000.0,Work partially Completed,False,Works Sanctioned.csv
10454,Normal/Others,WS/MP18024/2025-2026/154705-Construction of community centers and community halls,Assam,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),GAURAV GOGOI,JORHAT,"Development of Sri Sri Madhab Dev Kalakrishti Kendra, Mechagarh, Joymoti GP",2024-11-25,2025-07-16,200000.0,Physical Inspection,False,Works Sanctioned.csv
10455,Normal/Others,WS/MP18024/2025-2026/154706-Construction of community centers and community halls,Assam,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),GAURAV GOGOI,JORHAT,"Development of Gor-Ali Gohain Gaon Namghar, Bobaruah GP",2024-11-25,2025-07-16,199263.0,Physical Inspection,False,Works Sanctioned.csv
10456,Normal/Others,WS/MP18024/2025-2026/154708-Construction of community centers and community halls,Assam,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),GAURAV GOGOI,JORHAT,"Development of Chetia Handique Bor Namghar Cultural Centre, Rohdai GP",2024-11-25,2025-07-16,198105.0,Physical Inspection,False,Works Sanctioned.csv
10457,Normal/Others,WS/MP18024/2025-2026/154709-Construction of public libraries and reading rooms,Assam,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),GAURAV GOGOI,JORHAT,"Development of Lakhimi Pukhuri Gramya Puthi Bharal, Phul Pani Boruah GP",2024-11-25,2025-07-16,200000.0,Physical Inspection,False,Works Sanctioned.csv
10458,Normal/Others,WS/MP18024/2025-2026/154710-Construction of community centers and community halls,Assam,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),GAURAV GOGOI,JORHAT,"Development of Banhgarh Culturel Centre, Soladhora Gaon, Romoni GP",2024-11-25,2025-07-16,200000.0,Physical Inspection,False,Works Sanctioned.csv
10459,Normal/Others,WS/MP18024/2025-2026/154711-Construction of community centers and community halls,Assam,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),GAURAV GOGOI,JORHAT,"Development of Tipomia Gaon Cultural centre (Namghar), Simaluguri GP",2024-11-25,2025-07-16,200000.0,Work partially Completed,False,Works Sanctioned.csv
10460,Normal/Others,WS/MP18024/2025-2026/154714-Construction of community centers and community halls,Assam,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),GAURAV GOGOI,JORHAT,"Development of 10 Ward Culturel Centre, Meckeypur Husuk Tola, Hatsoi Grant-I, Meckeypur GP",2024-11-25,2025-07-16,200000.0,Work partially Completed,False,Works Sanctioned.csv
