sr_no,work_category,work,state,ida,honble_members_of_parliament,elected_nominated,work_description,recommended_date,recommended_amount_rupees,sanction_date,recommended_amount_rupees_invalid_negative,source_dataset
85,Normal/Others,WS/MP106/2023-2024/1518-Construction of community centers and community halls,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Samudayik bhavan nirman kary, Gram Madna, Gram Panchayat Imalia (Tikari) Janpad Panchayat Panagar, Vidhan Sabha Panagar, District Jabalpur",2023-06-23,300000.0,2023-10-05,False,Works_Recommended.csv
86,Normal/Others,WS/MP106/2024-2025/1521-Construction of additional rooms and halls in the existing public and community building,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Sanyukt Rajak Samaj Sabha (Reg. no. 25664) Gwarighat sthit Dharm Shala main Kaksh nirman hetu, Vidhan Sabha Pashchim, District Jabalpur",2023-06-23,250000.0,2024-09-12,False,Works_Recommended.csv
87,Normal/Others,WS/MP106/2023-2024/1522-Providing supply pipelines for drinking water,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram Panchayat Richhai, Janpad Panchayat Jabalpur Sharda Nagar ke gram purva main Motor evam pipe line dwara jal suply hetu, vidhan Sabha Panagar, District Jabalpur",2023-06-23,300000.0,2023-10-06,False,Works_Recommended.csv
88,Normal/Others,WS/MP187/2023-2024/1523-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
89,Normal/Others,WS/MP187/2023-2024/1524-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
90,Normal/Others,WS/MP187/2023-2024/1525-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
91,Normal/Others,WS/MP187/2023-2024/1526-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
92,Normal/Others,WS/MP187/2023-2024/1527-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
93,Normal/Others,WS/MP187/2023-2024/1528-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
94,Normal/Others,WS/MP187/2023-2024/1529-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
95,Normal/Others,WS/MP187/2023-2024/1530-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
96,Normal/Others,WS/MP187/2023-2024/1531-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
97,Normal/Others,WS/MP187/2023-2024/1532-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
98,Normal/Others,WS/MP187/2023-2024/1533-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
99,Normal/Others,WS/MP187/2023-2024/1534-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
100,Normal/Others,WS/MP187/2023-2024/1535-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
101,Normal/Others,WS/MP187/2023-2024/1536-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
102,Normal/Others,WS/MP187/2023-2024/1537-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
103,Normal/Others,WS/MP187/2023-2024/1538-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
104,Normal/Others,WS/MP187/2023-2024/1539-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
105,Normal/Others,WS/MP187/2023-2024/1540-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
106,Normal/Others,WS/MP187/2023-2024/1541-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
107,Normal/Others,WS/MP187/2023-2024/1542-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
108,Normal/Others,WS/MP106/2023-2024/1543-Construction of shelters for animals,Madhya Pradesh,Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Dayoday Pashu Seva samiti Registration no. 04/16/04/07937/04 Gadarwara, District Narsinghpur main Damru Ghati ke pas sthit Goushala main Shade nirman ke liye.",2023-06-23,300000.0,2024-02-26,False,Works_Recommended.csv
109,Normal/Others,WS/MP187/2023-2024/1544-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
110,Normal/Others,WS/MP187/2023-2024/1545-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
111,Normal/Others,WS/MP187/2023-2024/1546-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
112,Normal/Others,WS/MP187/2023-2024/1547-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
113,Normal/Others,WS/MP187/2023-2024/1548-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
114,Normal/Others,WS/MP187/2023-2024/1549-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
115,Normal/Others,WS/MP187/2023-2024/1550-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
116,Normal/Others,WS/MP187/2023-2024/1551-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
117,Normal/Others,WS/MP187/2023-2024/1552-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
118,Normal/Others,WS/MP187/2023-2024/1553-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
119,Normal/Others,WS/MP187/2023-2024/1554-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
120,Normal/Others,WS/MP187/2023-2024/1555-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
121,Normal/Others,WS/MP187/2023-2024/1556-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
122,Normal/Others,WS/MP187/2023-2024/1557-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
123,Normal/Others,WS/MP187/2023-2024/1558-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
124,Normal/Others,WS/MP187/2023-2024/1559-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
125,Normal/Others,WS/MP187/2023-2024/1560-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
126,Normal/Others,WS/MP187/2023-2024/1561-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
127,Normal/Others,WS/MP187/2023-2024/1562-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
128,Normal/Others,WS/MP187/2023-2024/1563-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
129,Normal/Others,WS/MP187/2023-2024/1566-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
130,Normal/Others,WS/MP187/2023-2024/1567-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
131,Normal/Others,WS/MP187/2023-2024/1568-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
132,Normal/Others,WS/MP187/2023-2024/1569-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
133,Normal/Others,WS/MP187/2023-2024/1570-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
134,Normal/Others,WS/MP187/2023-2024/1571-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
135,Normal/Others,WS/MP187/2023-2024/1572-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
136,Normal/Others,WS/MP187/2023-2024/1573-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),2023-06-23,283000.0,2023-07-07,False,Works_Recommended.csv
137,Normal/Others,WS/MP106/2023-2024/1593-Construction of rooms and halls in school and colleges,Madhya Pradesh,MORENA(DISTRICT COLLECTOR MORENA_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram Saray Chhola Gram Panchayat Husainpur, District Morena ke Sumavali Vidhan sabha sthit Kisan Uchchtar Madhyamik Vidyalaya main atirikt Adhayyan Kaksh nirman hetu, District Morena",2023-06-24,500000.0,2024-02-20,False,Works_Recommended.csv
138,Normal/Others,NA-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,REWA(DISTRICT COLLECTOR REWA_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Civil Court Mauganj Rewa main library hetu Books ki kharid, Vidhan Sabha Mauganj, District Rewa (mention in letter no.2975 at Column no.1)",2023-06-24,50000.0,,False,Works_Recommended.csv
139,Normal/Others,NA-Installing community drinking water plants,Madhya Pradesh,REWA(DISTRICT COLLECTOR REWA_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"2 nag Voltas Drinking water Cooler Model no. WC FS 60/120, for Civil Court Mauganj hetu, Vidhan sabha Mauganj, District Rewa (metion in letter no.2975 at Column no.2)",2023-06-24,93176.0,,False,Works_Recommended.csv
140,Normal/Others,"NA-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",Madhya Pradesh,REWA(DISTRICT COLLECTOR REWA_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Construction and Shade repair, Adhivakta Sangh Civil Court Muaganj, Vidhan Sabha Mauganj Rewa, District Rewa (mention in letter no. 2975 at column no.3)",2023-06-24,100000.0,,False,Works_Recommended.csv
141,Normal/Others,WS/MP106/2023-2024/1599-Construction of community centers and community halls,Madhya Pradesh,Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram panchayat Pipariya (Mushran), Vikaskhand Gotegaon ke gram Pipariya (Mushran) main Samudayik bhavan nirman, Vidhansabha Gotegaon, District Narsinghpur (letter no. 2976 at column no. 1)",2023-06-24,700000.0,2024-02-26,False,Works_Recommended.csv
142,Normal/Others,WS/MP106/2023-2024/1600-Construction of community centers and community halls,Madhya Pradesh,Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram panchayat Pipariya (Mushran), Vikaskhand Gotegaon ke Govt. Madhyamik shala Parisar Pipariya (Mushran) main Teen Shade nirman Kary, Vidhansabha Gotegaon, District Narsinghpur (letter no. 2976 at column no. 2)",2023-06-24,640000.0,2024-02-26,False,Works_Recommended.csv
143,Normal/Others,WS/MP106/2023-2024/1601-Construction of community centers and community halls,Madhya Pradesh,Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram panchayat Jhot, Vikaskhand Gotegaon ke Paramhanshi Ganga Ashram Jhoteshwar main Teen Shade nirman Kary, Vidhansabha Gotegaon, District Narsinghpur (letter no. 2976/23 at column no. 3)",2023-06-24,700000.0,2024-02-20,False,Works_Recommended.csv
144,Normal/Others,WS/MP106/2023-2024/1604-Providing drains and gutters for public drainage,Madhya Pradesh,DHAR(DISTRICT COLLECTOR DHAR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram evam Gram Panchayat Bheslai, Janpad Panchayat Nisarpur ke antargat Sitaram Alava ke Khet se Nansingh Alava ke khet tak Nikalne wale nale main retaining wall, Saundrykaran evam anay kary hetu, vidhan sabha 198-Kukshi, District Dhar",2023-06-24,499555.0,2024-01-08,False,Works_Recommended.csv
145,Normal/Others,WS/MP106/2024-2025/1624-Construction of buildings for community cultural activities,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram panchayat Sagda Jhapani, Janpad Panchayt Jabalpur ke Khermai Mandir ke pas Rangmanch nirman kary, Vidhan Sabha Bargi, District Jabalpur (letter no. 2997 at column no.1)",2023-06-25,300000.0,2024-11-21,False,Works_Recommended.csv
146,Normal/Others,WS/MP106/2024-2025/1625-Construction of community centers and community halls,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram panchayat Saliwada Devdwar, Janpad Pachayat Jabalpur ke Saliwada Devdwar main Samudayik Bhavan nirman kary, vidhansabah Bargi, District Jabalpur (letter no. 2997 at Column no.2)",2023-06-25,400000.0,2024-07-02,False,Works_Recommended.csv
147,Normal/Others,WS/MP106/2024-2025/1626-Construction of buildings for community cultural activities,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram panchayat Bargi, Janpad Panchayt Jabalpur ke Bargi main Rangmanch nirman kary, Vidhan Sabha Bargi, District Jabalpur (letter no. 2997 at column no.3)",2023-06-25,300000.0,2024-09-04,False,Works_Recommended.csv
148,Normal/Others,WS/MP106/2023-2024/1627-Construction of boundary walls of existing public and community buildings,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Pt. Deendyal Upadhyay ward ke antargat Krishnam Society Udyan me Paver Block evam Boundryball banane ka kary, Vidhansabha Uttar-Madhya, District Jabalpur",2023-06-25,752998.0,2023-10-05,False,Works_Recommended.csv
149,Normal/Others,WS/MP106/2025-2026/1628-Construction of community centers and community halls,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Radhakrishnan ward me Chopda Kuan ke pas Samudayik Bhavan nirman kary, Vidhan sabha poorv, District Jabalpur (letter no. 2999/23 at column no.1)",2023-06-25,500000.0,2026-01-30,False,Works_Recommended.csv
150,Normal/Others,"WS/MP106/2023-2024/1631-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram Panchayat Manegaon, Janpad Panchayat Gotegaon ke gram Manegaon main Samudayik Bhavan Parisar & School Parisar main Paver Block Lagane hetu, Vidhansabha Gotegaon, District Narsinghpur",2023-06-25,300000.0,2023-12-07,False,Works_Recommended.csv
151,Normal/Others,WS/MP106/2025-2026/1632-Installing tube-wells and borewells,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"1 nag Nalkup Khanan, Naya ward no. 76, Pariyat Jabalpur, Vidhan Sabha Panagar, District Jabalpur",2023-06-25,123000.0,2026-01-29,False,Works_Recommended.csv
152,Normal/Others,"WS/MP106/2023-2024/1633-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram Panchayat Gunj Khamariya, Janpad Panchayat Patan ke gram Gunj Khamariya me Jitendra Patel ke ghar se Shubham Patel ke ghar tak C C road construction, vidhansabha patan, District Jabalpur",2023-06-25,198000.0,2023-10-05,False,Works_Recommended.csv
