sr_no,work_category,work,state,ida,honble_members_of_parliament,elected_nominated,work_description,recommended_date,recommended_amount_rupees,sanction_date,recommended_amount_rupees_invalid_negative,source_dataset
19453,Normal/Others,WS/MP106/2026-2027/276512-Purchase of mobile water tankers,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Ek nag Water Tanker 5500 Liter Capacity 900X16 number ke naye Tyre Tube sahit, Gram Panchayat Amarpur, Janpad Panchayat Patan ke gram Amarpur hetu, Jabalpur",2026-03-28,159212.0,2026-06-15,False,Works_Recommended.csv
19454,Normal/Others,WS/MP106/2026-2027/276515-Purchase of mobile water tankers,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Ek nag Water Tanker 5500 Liter Capacity 900X16 number ke naye Tyre Tube sahit, Gram Pahadikheda, Gram Panchayat Pahadi Kheda, Janpad Panchayat Jabalpur, Jabalpur",2026-03-28,159212.0,2026-06-15,False,Works_Recommended.csv
19455,Normal/Others,WS/MP106/2026-2027/276517-Purchase of mobile water tankers,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Ek nag Water Tanker 5500 Liter Capacity 900X16 number ke naye Tyre Tube sahit, Gram Panchayat Sakra, Janpad Panchayat Patan, Jabalpur hetu",2026-03-28,159212.0,2026-06-15,False,Works_Recommended.csv
19456,Normal/Others,WS/MP106/2026-2027/276519-Purchase of mobile water tankers,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Ek nag Water Tanker 5500 Liter Capacity 900X16 number ke naye Tyre Tube sahit, Gram Panchayat Kusli (Rasuiya), Janpad Panchayat Patan, Jabalpur hetu",2026-03-28,159212.0,2026-06-15,False,Works_Recommended.csv
19457,Normal/Others,WS/MP106/2026-2027/276521-Purchase of mobile water tankers,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Ek nag Water Tanker 5500 Liter Capacity 900X16 number ke naye Tyre Tube sahit, Gram Panchayat Bamhani Barela ke gram Bhidkitola, Janpad Panchayat Jabalpur, Jabalpur hetu",2026-03-28,159212.0,2026-06-15,False,Works_Recommended.csv
19458,Normal/Others,NA-Construction of public staircase/ stair ghat for public convenience,Madhya Pradesh,MAUGANJ(District Collector Mauganj_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram panchayat Ghughari, Vikaskhand Mauganj sthit Nanda Talab me Ghat nirman (Sidhi nirman) evam Paver Block lagane hetu, Mauganj",2026-03-28,1035000.0,,False,Works_Recommended.csv
19459,Normal/Others,WS/MP18303/2026-2027/276552-Purchase of books and periodicals for libraries/digitization of library books,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"For the promotion and propagation of the National Language Hindi, purchasing books",2026-03-29,600000.0,2026-07-01,False,Works_Recommended.csv
19460,Normal/Others,WS/MP18303/2026-2027/276553-Purchase of books and periodicals for libraries/digitization of library books,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"For the promotion and propagation of the National Language Hindi, purchasing books",2026-03-29,800000.0,2026-07-01,False,Works_Recommended.csv
19461,Normal/Others,WS/MP18303/2026-2027/276554-Purchase of books and periodicals for libraries/digitization of library books,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"For the promotion and propagation of the National Language Hindi, purchasing books",2026-03-29,1100000.0,2026-07-01,False,Works_Recommended.csv
19462,Normal/Others,WS/MP18303/2026-2027/276556-Purchase of books and periodicals for libraries/digitization of library books,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"For the promotion and propagation of the National Language Hindi, purchasing books",2026-03-29,500000.0,2026-07-01,False,Works_Recommended.csv
19463,Normal/Others,WS/MP18303/2026-2027/276557-Purchase of books and periodicals for libraries/digitization of library books,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"For the promotion and propagation of the National Language Hindi, purchasing books",2026-03-29,800000.0,2026-07-01,False,Works_Recommended.csv
19464,Normal/Others,WS/MP18303/2026-2027/276558-Purchase of books and periodicals for libraries/digitization of library books,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"For the promotion and propagation of the National Language Hindi, purchasing books",2026-03-29,900000.0,2026-07-01,False,Works_Recommended.csv
19465,Normal/Others,WS/MP18303/2026-2027/276559-Purchase of books and periodicals for libraries/digitization of library books,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"For the promotion and propagation of the National Language Hindi, purchasing books",2026-03-29,600000.0,2026-07-01,False,Works_Recommended.csv
19466,Normal/Others,WS/MP18303/2026-2027/276560-Purchase of books and periodicals for libraries/digitization of library books,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"For the promotion and propagation of the National Language Hindi, purchasing books",2026-03-29,800000.0,2026-07-01,False,Works_Recommended.csv
19467,Normal/Others,WS/MP18303/2026-2027/276561-Purchase of books and periodicals for libraries/digitization of library books,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"For the promotion and propagation of the National Language Hindi, purchasing books",2026-03-29,700000.0,2026-07-01,False,Works_Recommended.csv
19468,Normal/Others,WS/MP18303/2026-2027/276562-Purchase of books and periodicals for libraries/digitization of library books,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"For the promotion and propagation of the National Language Hindi, purchasing books",2026-03-29,700000.0,2026-07-01,False,Works_Recommended.csv
19469,Normal/Others,WS/MP18303/2026-2027/276563-Purchase of books and periodicals for libraries/digitization of library books,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"For the promotion and propagation of the National Language Hindi, purchasing books",2026-03-29,600000.0,2026-07-01,False,Works_Recommended.csv
19470,Normal/Others,WS/MP18303/2026-2027/276564-Purchase of books and periodicals for libraries/digitization of library books,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"For the promotion and propagation of the National Language Hindi, purchasing books",2026-03-29,700000.0,2026-07-01,False,Works_Recommended.csv
19471,Normal/Others,WS/MP18303/2026-2027/276565-Purchase of books and periodicals for libraries/digitization of library books,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"For the promotion and propagation of the National Language Hindi, purchasing books",2026-03-29,500000.0,2026-07-01,False,Works_Recommended.csv
19472,Normal/Others,WS/MP18303/2026-2027/276566-Purchase of books and periodicals for libraries/digitization of library books,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"For the promotion and propagation of the National Language Hindi, purchasing books",2026-03-29,700000.0,2026-07-01,False,Works_Recommended.csv
19473,Normal/Others,WS/MP18303/2026-2027/276567-Purchase of books and periodicals for libraries/digitization of library books,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"For the promotion and propagation of the National Language Hindi, purchasing books",2026-03-29,600000.0,2026-07-01,False,Works_Recommended.csv
19474,Normal/Others,WS/MP18303/2026-2027/276568-Purchase of books and periodicals for libraries/digitization of library books,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"For the promotion and propagation of the National Language Hindi, purchasing books",2026-03-29,700000.0,2026-07-01,False,Works_Recommended.csv
19475,Normal/Others,WS/MP18303/2026-2027/276569-Purchase of books and periodicals for libraries/digitization of library books,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,"For the promotion and propagation of the National Language Hindi, purchasing books",2026-03-29,800000.0,2026-07-01,False,Works_Recommended.csv
19476,Normal/Others,"WS/MP850/2026-2027/276618-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttarakhand,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Shri Naresh Bansal (2020-26) (2020-2026),Elected MP,gram amarpur mein main road se khere ki aur interlocking tiles sadak ka nirman karya.ia(karyadai sanstatha)-block roorkee,2026-03-30,955000.0,2026-05-15,False,Works_Recommended.csv
19477,Normal/Others,"WS/MP850/2026-2027/276619-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttarakhand,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Shri Naresh Bansal (2020-26) (2020-2026),Elected MP,gram libbarehdi mein nepal ke makan se rahul ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block roorkee,2026-03-30,1156000.0,2026-05-15,False,Works_Recommended.csv
19478,Normal/Others,WS/MP850/2026-2027/276620-Construction of boundary walls of existing public and community buildings,Uttarakhand,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Shri Naresh Bansal (2020-26) (2020-2026),Elected MP,gram sartheri mein shamshanghat ki chardiwari ka niram karya.ia(karyadai sanstatha)-block roorkee,2026-03-30,955000.0,2026-05-15,False,Works_Recommended.csv
19479,Normal/Others,"WS/MP850/2026-2027/276621-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttarakhand,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Shri Naresh Bansal (2020-26) (2020-2026),Elected MP,gram tanshipur mein mahesh tyagi ke makan se tarun tyagi ke makan ki aur interlocking sadak nirman karya.ia(karyadai sanstatha)-block roorkee,2026-03-30,919000.0,2026-05-15,False,Works_Recommended.csv
19480,Normal/Others,"WS/MP850/2026-2027/276622-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttarakhand,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Shri Naresh Bansal (2020-26) (2020-2026),Elected MP,gram churiyala mein sanjay tyagi ke makan se surendra tyagi ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block roorkee,2026-03-30,992000.0,2026-05-15,False,Works_Recommended.csv
19481,Normal/Others,"WS/MP850/2026-2027/276623-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttarakhand,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Shri Naresh Bansal (2020-26) (2020-2026),Elected MP,gram bharampur shankarpuri mein shyam singh ke makan se nitu ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block roorkee,2026-03-30,1133000.0,2026-05-15,False,Works_Recommended.csv
19482,Normal/Others,"WS/MP044/2026-2027/276629-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Shri Akhilesh Prasad Singh (2024-30) (2024-2030),Elected MP,Construction of connecting road from Bhagwan Shah house to Pundey Rai house in Ward number 6 of Turkaulia block under Nariyarwa Panchayat,2026-03-30,1495000.0,2026-04-10,False,Works_Recommended.csv
19483,Normal/Others,"WS/MP044/2026-2027/276630-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Shri Akhilesh Prasad Singh (2024-30) (2024-2030),Elected MP,Construction of connecting road from Rajesh Singh pond to Juria drainage in Ward number 8 of Turkaulia block in Mananppu village under Belwa Rai Panchayat,2026-03-30,1495000.0,2026-04-10,False,Works_Recommended.csv
19484,Normal/Others,"WS/MP044/2026-2027/276631-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Shri Akhilesh Prasad Singh (2024-30) (2024-2030),Elected MP,Construction of step ghat at Belwa Pokhara,2026-03-30,1495000.0,2026-04-10,False,Works_Recommended.csv
19485,Normal/Others,"WS/MP044/2026-2027/276632-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Shri Akhilesh Prasad Singh (2024-30) (2024-2030),Elected MP,PCC construction work from Chandkishore Srivastava house to Jalil Mian house in Belwa Rai Tola Ward number 7,2026-03-30,1495000.0,2026-04-10,False,Works_Recommended.csv
19486,Normal/Others,WS/MP044/2026-2027/276633-Construction of rooms and halls in school and colleges,Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Shri Akhilesh Prasad Singh (2024-30) (2024-2030),Elected MP,Development work of Government Primary School in Belwa Rai Tola Barwa,2026-03-30,1495000.0,2026-04-10,False,Works_Recommended.csv
19487,Normal/Others,WS/MP147/2026-2027/276636-Construction of rooms and halls in school and colleges,Rajasthan,Deeg(DISTRICT COLLECTOR Deeg_IDA),Shri Pramod Tiwari (2022-28) (2022-2028),Elected MP,For the construction of interlocking trenches in Government Higher Secondary School in Gram Panchayat Raipur Sukaiti.,2026-03-30,999942.0,2026-08-14,False,Works_Recommended.csv
19488,Normal/Others,WS/MP18294/2026-2027/276638-Setting up of farmers’ training and assistance centers,Maharashtra,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),Shri Praful Patel (2024-30) (2024-2030),Elected MP,Bhanpur Me Krushi Mal Sathwan Godown Bandhkam,2026-03-30,500000.0,2026-08-04,False,Works_Recommended.csv
