sr_no,work_category,work,state,ida,work_description,honble_members_of_parliament,constituency,image,completion_date,amount_disbursed_rupees,amount_disbursed_rupees_invalid_negative,source_dataset
3291,Normal/Others,WS/MP18101/2024-2025/163177-Purchase of mobile water tankers,Madhya Pradesh,DAMOH(DISTRICT COLLECTOR DAMOH_IDA),gram panchayat fatehpur me 5000 lrt pani ke tenkar ki khareed,RAHUL SINGH LODHI,DAMOH,Images,2025-02-24,198724.0,False,Works Completed.csv
3292,Normal/Others,WS/MP18101/2024-2025/163168-Purchase of mobile water tankers,Madhya Pradesh,DAMOH(DISTRICT COLLECTOR DAMOH_IDA),GRAM PANCHAYAT JHAROLI ME 5000 LRT PANI KE TENKAR KI KHAREED,RAHUL SINGH LODHI,DAMOH,Images,2025-02-24,198724.0,False,Works Completed.csv
3293,Normal/Others,WS/MP18101/2024-2025/163155-Purchase of mobile water tankers,Madhya Pradesh,DAMOH(DISTRICT COLLECTOR DAMOH_IDA),GRAM PANCHAYAT DHANGOR KALAN ME 5000 LRT PANI KE TENKAR KI KHAREED,RAHUL SINGH LODHI,DAMOH,Images,2025-02-24,198724.0,False,Works Completed.csv
3294,Normal/Others,WS/MP18101/2024-2025/163153-Purchase of mobile water tankers,Madhya Pradesh,DAMOH(DISTRICT COLLECTOR DAMOH_IDA),GRAM PANCHAYAT PINDRAI ME 5000 LRT PANI KE TENKAR KI KHAREED,RAHUL SINGH LODHI,DAMOH,Images,2025-02-24,198724.0,False,Works Completed.csv
3295,Normal/Others,WS/MP18101/2024-2025/163150-Purchase of mobile water tankers,Madhya Pradesh,DAMOH(DISTRICT COLLECTOR DAMOH_IDA),GRAM PANCHAYAT SHAHJAD PURA ME 5000 LRT PANI KE TENKAR KI KHAREED,RAHUL SINGH LODHI,DAMOH,Images,2025-02-24,198724.0,False,Works Completed.csv
3296,Normal/Others,WS/MP18101/2024-2025/163147-Purchase of mobile water tankers,Madhya Pradesh,DAMOH(DISTRICT COLLECTOR DAMOH_IDA),GRAM PANCHAYAT RASILPUR ME 5000 LRT PANI KE TENKAR KI KHAREED,RAHUL SINGH LODHI,DAMOH,Images,2025-02-24,198724.0,False,Works Completed.csv
3297,Normal/Others,WS/MP18346/2024-2025/142469-Construction of rooms and halls in school and colleges,Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),"Construction of a classroom at Madarsa Darul Uloom Habbiya Gulshan-E-Razalil Bannat, Anwar Nagar, Rae Bareli on the request of Shri Hafiz Anees, Manager, Mob- 9415118181",RAHUL GANDHI,RAE BARELI,,2025-11-17,500000.0,False,Works Completed.csv
3298,Normal/Others,WS/MP18152/2024-2025/157853-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
3299,Normal/Others,WS/MP18152/2024-2025/157854-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
3300,Normal/Others,WS/MP18152/2024-2025/157860-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
3301,Normal/Others,WS/MP18152/2024-2025/157829-Purchase of mobile water tankers,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Purchase of Steel mobile water tanker at Gram Panchayat Sandhura singh Nagar,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,200000.0,False,Works Completed.csv
3302,Normal/Others,WS/MP18152/2024-2025/157831-Purchase of mobile water tankers,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Purchase of Steel mobile water tanker at Gram Panchayat Navan Pehluwala,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,200000.0,False,Works Completed.csv
3303,Normal/Others,WS/MP18152/2024-2025/157830-Purchase of mobile water tankers,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Purchase of Steel mobile water tanker,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,200000.0,False,Works Completed.csv
3304,Normal/Others,WS/MP18152/2024-2025/157825-Purchase of mobile water tankers,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Purchase of Steel mobile water tanker,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,200000.0,False,Works Completed.csv
3305,Normal/Others,WS/MP18138/2024-2025/148815-Construction of toilet blocks,Mizoram,"Siaha(Deputy Commissioner, Siaha)",Construction of Urinal Shed at Sialtlai,RICHARD VANLALHMANGAIHA,MIZORAM (ST),,2026-02-11,250000.0,False,Works Completed.csv
3306,Normal/Others,WS/MP18138/2024-2025/148811-Construction of public toilets and bathrooms,Mizoram,"Siaha(Deputy Commissioner, Siaha)",Construction of Urinal Shed at New laty,RICHARD VANLALHMANGAIHA,MIZORAM (ST),,2026-02-11,250000.0,False,Works Completed.csv
3307,Normal/Others,WS/MP18138/2024-2025/148810-Construction of public toilets and bathrooms,Mizoram,"Siaha(Deputy Commissioner, Siaha)",Construction of Urinal Shed at Tipa V-II (Bus stand),RICHARD VANLALHMANGAIHA,MIZORAM (ST),,2026-02-11,250000.0,False,Works Completed.csv
3308,Normal/Others,"WS/MP18138/2024-2025/148809-Construction of roads, link roads, pathways or any other road with or without drainage system",Mizoram,"Siaha(Deputy Commissioner, Siaha)",improvement/Maintenance / clearing Landslip of Road between Zyhno( zawngling) and R.Khemu at Zyhno,RICHARD VANLALHMANGAIHA,MIZORAM (ST),,2026-02-11,1000000.0,False,Works Completed.csv
3309,Normal/Others,WS/MP18138/2024-2025/148812-Construction of public toilets and bathrooms,Mizoram,"Siaha(Deputy Commissioner, Siaha)",Construction of Urinal Shed at Maisa,RICHARD VANLALHMANGAIHA,MIZORAM (ST),,2026-02-11,250000.0,False,Works Completed.csv
3310,Normal/Others,WS/MP859/2024-2025/145783-Construction of common work sheds/ common covered sitting area,West Bengal,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),CONSTRUCTION OF SHED AT DAKATIA KALI TALA AT KHURIGACHI IN DILAKASH GRAM PANCHAYAT.,Kalyan Banerjee,SREERAMPUR,Images,2025-03-28,940830.0,False,Works Completed.csv
3311,Normal/Others,WS/MP761/2024-2025/170702-Construction of community centers and community halls,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),"Construction of Building for Cultural Activities, Amdapur (V), Armoor (M)",Arvind Dharmapuri,NIZAMABAD,,2025-02-24,400000.0,False,Works Completed.csv
3312,Normal/Others,WS/MP761/2024-2025/169832-Street lights,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),"Providing LED High Mast light at Y junction, Reddy farm (V)",Arvind Dharmapuri,NIZAMABAD,,2025-02-24,134645.0,False,Works Completed.csv
3313,Normal/Others,"WS/MP761/2024-2025/169819-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Laying of CC road from Gandhi statue to vanjari Bhojamma (H),Arvind Dharmapuri,NIZAMABAD,,2025-02-24,300000.0,False,Works Completed.csv
3314,Normal/Others,WS/MP18102/2024-2025/159273-Construction of culverts and bridges,Madhya Pradesh,DHAR(DISTRICT COLLECTOR DHAR_IDA),gram chilariya me nale par puliya nirman,SAVITRI THAKUR,DHAR(ST),Images,2025-06-12,1500000.0,False,Works Completed.csv
3315,Normal/Others,"WS/MP18199/2024-2025/140408-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA),GAUHANIYA- AKBARPUR MARG SE MARTHUA SARAIYA ME SHRI RAM MURAT TIWARI KE GHAR TAK MITTI AND KHADANJA KARYA DURI 371M,LALJI VERMA,AMBEDKAR NAGAR,,2026-02-07,730117.0,False,Works Completed.csv
3316,Normal/Others,"WS/MP18199/2024-2025/136938-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA),BADAGAON IBRAHIMPUR DAKSHIN KA PURA ME SHRI TULSIRAM KE TUBEL SE SHRI VARUN VERMA KE GHAR TAK KHADANJA KARY DURI 200M,LALJI VERMA,AMBEDKAR NAGAR,,2025-11-06,436430.0,False,Works Completed.csv
3317,Normal/Others,WS/MP18065/2024-2025/134434-Construction of buildings for community cultural activities,Haryana,JHAJJAR(DEPUTY COMMISSIONER cum NODAL OFFICER MPLADS JHAJJAR),Const. of Chabutra Kadyan Khop and Repair of Boundry wall in Gram Panchayat Chimni,DEEPENDER SINGH HOODA,ROHTAK,Images,2025-03-06,493629.0,False,Works Completed.csv
3318,Normal/Others,WS/MP18238/2024-2025/142011-Street lights,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),"One 9 meter high mast LED light in gram bharsar chauraha, development block-Bankata",RAMASHANKAR RAJBHAR,SALEMPUR,Images,2025-07-25,312780.0,False,Works Completed.csv
3319,Normal/Others,WS/MP18238/2024-2025/142154-Street lights,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),One 9 meter high mast LED light on Musaila buzurg chauraha Development Block-Salempur,RAMASHANKAR RAJBHAR,SALEMPUR,Images,2025-07-25,312789.0,False,Works Completed.csv
3320,Normal/Others,WS/MP468/2024-2025/149673-Installing hand pumps,Uttar Pradesh,JHANSI(DISTRICT MAGISTRAE JHANSI_IDA),"Installation of Handpump with submersible, 2000 ltr HDPI water tank near Lahar Devi temple sipri bazar jhansi",Anurag Sharma,JHANSI,Images,2025-07-15,224200.0,False,Works Completed.csv
3321,Normal/Others,WS/MP18238/2024-2025/142156-Street lights,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),One 9 meter high mast LED light on Pindi chauraha Development Block-Lar,RAMASHANKAR RAJBHAR,SALEMPUR,Images,2025-07-25,312789.0,False,Works Completed.csv
3322,Normal/Others,WS/MP18238/2024-2025/142016-Street lights,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),One 9 meter high mast LED light on dhanouti chauraha,RAMASHANKAR RAJBHAR,SALEMPUR,Images,2025-07-25,312780.0,False,Works Completed.csv
3323,Normal/Others,WS/MP18238/2024-2025/142158-Street lights,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),One 9 meter high mast LED light on number 3 chauraha of Majhawalia Development block-Lar,RAMASHANKAR RAJBHAR,SALEMPUR,Images,2025-07-25,312789.0,False,Works Completed.csv
3324,Normal/Others,WS/MP18153/2024-2025/167003-Security gates in streets/public place for safety purpose,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Security Gate for public place for safety purpose,SHER SINGH GHUBAYA,FIROZPUR,Images,2026-07-28,979006.0,False,Works Completed.csv
3325,Normal/Others,WS/MP18238/2024-2025/142157-Street lights,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),"One 9 meter high mast LED light on Meharouna Bajar chauraha, Development Block-Lar",RAMASHANKAR RAJBHAR,SALEMPUR,Images,2025-07-25,312789.0,False,Works Completed.csv
3326,Normal/Others,WS/MP18238/2024-2025/142155-Street lights,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),"One 9 meter high mast LED light on Sahjour chauraha, Development block-Lar",RAMASHANKAR RAJBHAR,SALEMPUR,Images,2025-07-25,312789.0,False,Works Completed.csv
3327,Normal/Others,"WS/MP423/2024-2025/140068-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),Construction of CC Road with Drain from Holding No. X-64 to X-99 Khaldhari Road. (75 mtr),Shri Abhishek Banerjee,DIAMOND HARBOUR,Images,2025-06-13,497670.0,False,Works Completed.csv
3328,Normal/Others,"WS/MP859/2024-2025/149458-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),"CONSTRUCTION OF CONCRETE ROAD FROM THE HOUSE OF SELIM TO THE POND OF MOSA MOULANA IN SANKARHATI - II GRAM PANCHAYAT UNDER JGATBALLAVPUR PANCHAYAT SAMITI, DIST- HOWRAH",Kalyan Banerjee,SREERAMPUR,Images,2025-02-25,500134.0,False,Works Completed.csv
3329,Normal/Others,"WS/MP859/2024-2025/149459-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),"CONSTRUCTION OF CONCRETE ROAD FROM THE HOUSE OF SK NUR TO OLD MARTIN ROAD IN JGATBALLABPUR - II GRAM PANCHAYAT UNDER JGATBALLAVPUR PANCHAYAT SAMITI, DIST- HOWRAH",Kalyan Banerjee,SREERAMPUR,Images,2025-03-03,494998.0,False,Works Completed.csv
3330,Normal/Others,WS/MP18238/2024-2025/142012-Street lights,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),"One 9 meter high mast LED light on balwa afgan bajar chauraha, development block bhatni",RAMASHANKAR RAJBHAR,SALEMPUR,Images,2025-07-25,312780.0,False,Works Completed.csv
3331,Normal/Others,WS/MP18238/2024-2025/142151-Street lights,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),"One 9 meter high mast LED light on Sohanag dham chauraha, Development Block-Salempur",RAMASHANKAR RAJBHAR,SALEMPUR,Images,2025-07-25,312780.0,False,Works Completed.csv
3332,Normal/Others,WS/MP18238/2024-2025/142152-Street lights,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),"One 9 meter high mast LED light on Sri nagar chauraha, Development Block-Salempur",RAMASHANKAR RAJBHAR,SALEMPUR,Images,2025-07-25,312780.0,False,Works Completed.csv
3333,Repair and Renovation,WS/MP529/2024-2025/157360-Construction of toilet blocks,Andhra Pradesh,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),"Repairs to Toilet Blocks, Dr. B.R. Ambedkar Gurukulam for boys at Kota in Kota Mandal.",Maddila Gurumoorthy,TIRUPATI(SC),Images,2025-07-04,1211245.0,False,Works Completed.csv
3334,Normal/Others,WS/MP529/2024-2025/157363-Providing drains and gutters for public drainage,Andhra Pradesh,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Construction of drains to Dr. B.R. Ambedkar Gurukulams for Girls at Sullurupeta.,Maddila Gurumoorthy,TIRUPATI(SC),Images,2025-07-04,314847.0,False,Works Completed.csv
3335,Repair and Renovation,WS/MP529/2024-2025/157362-Providing drains and gutters for public drainage,Andhra Pradesh,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Renovation of existing drains to Dr. B.R. Ambedkar Gurukulam for Girls at Sullurupeta (V&M) in Tirupati District.,Maddila Gurumoorthy,TIRUPATI(SC),Images,2025-07-04,944752.0,False,Works Completed.csv
3336,Normal/Others,WS/MP485/2024-2025/137231-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Installation of Solar High Mast Light at Satkeora Banerjee Bazar Under Chunakhali GP,Pratima Mondal,JOYNAGAR(SC),Images,2025-02-25,191309.0,False,Works Completed.csv
3337,Normal/Others,WS/MP18235/2024-2025/152377-Lighting of public spaces,Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE PAINDA NAGAR MAI SAKIB PRADHAN KE GHAR KE PAS CHORAHE PAR HIGH MAST LIGHT),MOHIBBULLAH,RAMPUR,Images,2025-06-30,200502.0,False,Works Completed.csv
3338,Normal/Others,WS/MP18238/2024-2025/142153-Street lights,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),"One 9 meter high mast LED light on Police booth of Navalpur chauraha, Development Block-Salempur",RAMASHANKAR RAJBHAR,SALEMPUR,Images,2025-07-25,312789.0,False,Works Completed.csv
3339,Normal/Others,WS/MP18212/2024-2025/158853-Street lights,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one Semi high mast street lights (6 lights 200watt)every village,ANAND BHADAURIYA,DHAURAHRA,,2025-07-25,173847.0,False,Works Completed.csv
3340,Normal/Others,WS/MP18212/2024-2025/158854-Street lights,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one Semi high mast street lights (6 lights 200watt)every village,ANAND BHADAURIYA,DHAURAHRA,,2025-07-25,173847.0,False,Works Completed.csv
3341,Normal/Others,WS/MP18235/2024-2025/150216-Lighting of public spaces,Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE PATWAI MAI PURANA BAZAR MAI HIGH MAST LIGHT),MOHIBBULLAH,RAMPUR,Images,2025-06-30,200502.0,False,Works Completed.csv
3342,Normal/Others,WS/MP18235/2024-2025/150217-Lighting of public spaces,Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE PATWAI MAI SHIVA MANDIR KE PAS HIGH MAST LIGHT),MOHIBBULLAH,RAMPUR,Images,2025-06-30,200502.0,False,Works Completed.csv
3343,Normal/Others,WS/MP18235/2024-2025/152262-Lighting of public spaces,Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE BHAWANIPUR MAI MASJID KE PAS KE QABRISTAN MAI HIGH MAST LIGHT),MOHIBBULLAH,RAMPUR,Images,2025-06-30,200502.0,False,Works Completed.csv
3344,Normal/Others,WS/MP18238/2024-2025/142017-Street lights,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),"One 9 meter high mast LED light on ratsiya mod chauraha, town area bhatpar rani",RAMASHANKAR RAJBHAR,SALEMPUR,Images,2025-07-25,312780.0,False,Works Completed.csv
3345,Normal/Others,WS/MP18235/2024-2025/152263-Lighting of public spaces,Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE HAMIRPUR KE MAJHRA KHUSHHALPUR MAI EIDGAH KE PAS WALE QABRISTAN MAI HIGH MAST LIGHT),MOHIBBULLAH,RAMPUR,Images,2025-06-30,200502.0,False,Works Completed.csv
3346,Normal/Others,WS/MP18235/2024-2025/152264-Lighting of public spaces,Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE CHAMRAUWA MAI JAMA MASJID KE PAS QABRISTAN MAI HIGH MAST LIGHT),MOHIBBULLAH,RAMPUR,Images,2025-06-30,200502.0,False,Works Completed.csv
3347,Normal/Others,WS/MP18235/2024-2025/152265-Lighting of public spaces,Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE SAHARIA DARAZ MAI PRATHMIK SCHOOL KE PAS QABRISTAN MAI HIGH MAST LIGHT),MOHIBBULLAH,RAMPUR,Images,2025-06-30,200502.0,False,Works Completed.csv
3348,Normal/Others,WS/MP18235/2024-2025/152266-Lighting of public spaces,Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE SAHRIA NARPAT MAI ABADI CHETRA KE QABRISTAN MAI HIGH MAST LIGHT),MOHIBBULLAH,RAMPUR,Images,2025-06-30,200502.0,False,Works Completed.csv
3349,Normal/Others,WS/MP18235/2024-2025/152267-Lighting of public spaces,Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE MUTYAPURA BAJAR PATTI MAI PRATHMIK SCHOOL KE PAS QABRISTAN MAI HIGH MAST LIGHT),MOHIBBULLAH,RAMPUR,Images,2025-06-30,200502.0,False,Works Completed.csv
3350,Normal/Others,WS/MP18235/2024-2025/152268-Lighting of public spaces,Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE LALPUR MAI EIDGAH KE PAS QABRISTAN MAI HIGH MAST LIGHT),MOHIBBULLAH,RAMPUR,Images,2025-06-30,200502.0,False,Works Completed.csv
3351,Normal/Others,WS/MP18212/2024-2025/158858-Street lights,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast lights (6 lights 200 watt)in every village,ANAND BHADAURIYA,DHAURAHRA,,2025-07-26,173847.0,False,Works Completed.csv
3352,Normal/Others,WS/MP18235/2024-2025/152368-Lighting of public spaces,Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE TAHKALAN MAI MEHBOOB ALI PASHA ADVC KE GHAR KE PAS CHORAHE PAR HIGH MAST LIGHT),MOHIBBULLAH,RAMPUR,Images,2025-06-30,200502.0,False,Works Completed.csv
3353,Normal/Others,WS/MP18235/2024-2025/152370-Lighting of public spaces,Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE TAHKALAN MAI MASJID KE PAS QABRISTAN MAI HIGH MAST LIGHT),MOHIBBULLAH,RAMPUR,Images,2025-06-30,200502.0,False,Works Completed.csv
3354,Normal/Others,WS/MP18212/2024-2025/158857-Street lights,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast lights (6 lights 200 watt)in every village,ANAND BHADAURIYA,DHAURAHRA,,2025-07-26,173847.0,False,Works Completed.csv
3355,Normal/Others,WS/MP18212/2024-2025/158859-Street lights,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast lights (6 lights 200 watt)in every village,ANAND BHADAURIYA,DHAURAHRA,,2025-07-26,173847.0,False,Works Completed.csv
3356,Normal/Others,WS/MP18212/2024-2025/158860-Street lights,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast lights (6 lights 200 watt)in every village,ANAND BHADAURIYA,DHAURAHRA,,2025-07-26,173847.0,False,Works Completed.csv
